School,Legacy ID,sid
Warren Wilson College,1136,U2Nob29sLTExMzY=
Wartburg College,1137,U2Nob29sLTExMzc=
Washburn University,1138,U2Nob29sLTExMzg=
Washington and Lee University,1139,U2Nob29sLTExMzk=
Washington & Jefferson College,1140,U2Nob29sLTExNDA=
Washington Bible College / Capital Bible Seminary,1141,U2Nob29sLTExNDE=
Washington College,1142,U2Nob29sLTExNDI=
Washington State University,1143,U2Nob29sLTExNDM=
Washington State University - Spokane,1144,U2Nob29sLTExNDQ=
Washington State University - Tri-Cities,1145,U2Nob29sLTExNDU=
Washington State University - Vancouver,1146,U2Nob29sLTExNDY=
Washington University in St. Louis,1147,U2Nob29sLTExNDc=
Wayland Baptist University,1148,U2Nob29sLTExNDg=
Wayne State College,1149,U2Nob29sLTExNDk=
Wayne State University,1150,U2Nob29sLTExNTA=
Waynesburg University,1151,U2Nob29sLTExNTE=
Webb Institute,1152,U2Nob29sLTExNTI=
Webber International University,1153,U2Nob29sLTExNTM=
Weber State University,1154,U2Nob29sLTExNTQ=
Webster University,1155,U2Nob29sLTExNTU=
Wellesley College,1156,U2Nob29sLTExNTY=
Wells College,1157,U2Nob29sLTExNTc=
Wentworth Institute of Technology,1158,U2Nob29sLTExNTg=
Wesley College,1159,U2Nob29sLTExNTk=
Wesleyan College,1160,U2Nob29sLTExNjA=
Wesleyan University,1161,U2Nob29sLTExNjE=
West Chester University of Pennsylvania,1162,U2Nob29sLTExNjI=
West Liberty University,1163,U2Nob29sLTExNjM=
West Texas A&M University,1164,U2Nob29sLTExNjQ=
West Virginia State University,1165,U2Nob29sLTExNjU=
West Virginia University,1166,U2Nob29sLTExNjY=
West Virginia University,1167,U2Nob29sLTExNjc=
West Virginia University Institute of Technology,1168,U2Nob29sLTExNjg=
West Virginia Wesleyan College,1169,U2Nob29sLTExNjk=
University of New England - Westbrook College of Health Professions,1170,U2Nob29sLTExNzA=
Western Baptist College,1171,U2Nob29sLTExNzE=
Western Carolina University,1172,U2Nob29sLTExNzI=
Western Connecticut State University,1173,U2Nob29sLTExNzM=
Western Illinois University,1174,U2Nob29sLTExNzQ=
Western International University,1175,U2Nob29sLTExNzU=
Western Kentucky University,1176,U2Nob29sLTExNzY=
McDaniel College,1177,U2Nob29sLTExNzc=
Western Michigan University,1178,U2Nob29sLTExNzg=
University of Montana Western,1179,U2Nob29sLTExNzk=
Western New England University,1180,U2Nob29sLTExODA=
Western New Mexico,1181,U2Nob29sLTExODE=
Western Oregon University,1182,U2Nob29sLTExODI=
Western Colorado University,1183,U2Nob29sLTExODM=
Western Washington University,1184,U2Nob29sLTExODQ=
Westfield State University,1185,U2Nob29sLTExODU=
Westminster College,1186,U2Nob29sLTExODY=
Westminster College,1187,U2Nob29sLTExODc=
Westminster College,1188,U2Nob29sLTExODg=
Westminster Theological Seminary,1189,U2Nob29sLTExODk=
Westmont College,1190,U2Nob29sLTExOTA=
Wheaton College,1191,U2Nob29sLTExOTE=
Wheaton College,1192,U2Nob29sLTExOTI=
Wheelock College,1193,U2Nob29sLTExOTM=
Whitman College,1194,U2Nob29sLTExOTQ=
Whittier College,1195,U2Nob29sLTExOTU=
Whitworth University,1196,U2Nob29sLTExOTY=
Wichita State University,1197,U2Nob29sLTExOTc=
Widener University,1198,U2Nob29sLTExOTg=
Wilberforce University,1199,U2Nob29sLTExOTk=
Wilkes University,1200,U2Nob29sLTEyMDA=
Willamette University,1201,U2Nob29sLTEyMDE=
William Howard Taft University,1202,U2Nob29sLTEyMDI=
William Jewell College,1203,U2Nob29sLTEyMDM=
Mitchell Hamline School of Law,1204,U2Nob29sLTEyMDQ=
William Paterson University,1205,U2Nob29sLTEyMDU=
William Penn University,1206,U2Nob29sLTEyMDY=
William Woods University,1207,U2Nob29sLTEyMDc=
Williams Baptist University,1208,U2Nob29sLTEyMDg=
Williams College,1209,U2Nob29sLTEyMDk=
Wilmington College of Ohio,1210,U2Nob29sLTEyMTA=
Wilmington University,1211,U2Nob29sLTEyMTE=
Wilson College,1212,U2Nob29sLTEyMTI=
Wingate University,1213,U2Nob29sLTEyMTM=
Winona State University,1214,U2Nob29sLTEyMTQ=
Winston-Salem State University,1215,U2Nob29sLTEyMTU=
Winthrop University,1216,U2Nob29sLTEyMTY=
Wittenberg University,1217,U2Nob29sLTEyMTc=
Wofford College,1218,U2Nob29sLTEyMTg=
Woodbury University,1219,U2Nob29sLTEyMTk=
Worcester Polytechnic Institute,1220,U2Nob29sLTEyMjA=
Wright State University,1221,U2Nob29sLTEyMjE=
Yale University,1222,U2Nob29sLTEyMjI=
Yeshiva University,1223,U2Nob29sLTEyMjM=
York University,1224,U2Nob29sLTEyMjQ=
York College of Pennsylvania,1225,U2Nob29sLTEyMjU=
Youngstown State University,1226,U2Nob29sLTEyMjY=
Dallas Baptist University,1230,U2Nob29sLTEyMzA=
University of New Hampshire (all campuses),1231,U2Nob29sLTEyMzE=
The University of North Carolina at Chapel Hill,1232,U2Nob29sLTEyMzI=
Bakersfield College,1233,U2Nob29sLTEyMzM=
Delaware Technical Community College,1234,U2Nob29sLTEyMzQ=
San Jose City College,1235,U2Nob29sLTEyMzU=
Villanova University,1236,U2Nob29sLTEyMzY=
Florida State University,1237,U2Nob29sLTEyMzc=
University of Northern Colorado,1239,U2Nob29sLTEyMzk=
University of North Carolina at Asheville,1240,U2Nob29sLTEyNDA=
University of Miami,1241,U2Nob29sLTEyNDE=
Rowan College at Burlington County,1242,U2Nob29sLTEyNDI=
Grand Rapids Community College,1243,U2Nob29sLTEyNDM=
"University of Maryland, Baltimore County",1244,U2Nob29sLTEyNDQ=
Diablo Valley College,1245,U2Nob29sLTEyNDU=
Mott Community College,1246,U2Nob29sLTEyNDY=
University of Pittsburgh,1247,U2Nob29sLTEyNDc=
University of Southern Maine,1248,U2Nob29sLTEyNDg=
University of Nebraska-Lincoln,1249,U2Nob29sLTEyNDk=
University of Nebraska-Kearney,1251,U2Nob29sLTEyNTE=
University of North Texas,1252,U2Nob29sLTEyNTI=
University of North Carolina at Charlotte,1253,U2Nob29sLTEyNTM=
University of Montana - Missoula,1254,U2Nob29sLTEyNTQ=
University of Texas at Austin,1255,U2Nob29sLTEyNTU=
University of Wisconsin - Madison,1256,U2Nob29sLTEyNTY=
University of Minnesota - Twin Cities,1257,U2Nob29sLTEyNTc=
University of Michigan,1258,U2Nob29sLTEyNTg=
University of Wisconsin - Stout,1259,U2Nob29sLTEyNTk=
Harold Washington College,1260,U2Nob29sLTEyNjA=
University of Oregon,1261,U2Nob29sLTEyNjE=
University of South Florida,1262,U2Nob29sLTEyNjI=
Heartland Community College,1263,U2Nob29sLTEyNjM=
University of Nevada Las Vegas,1264,U2Nob29sLTEyNjQ=
University of Mississippi,1265,U2Nob29sLTEyNjU=
University of Rhode Island,1266,U2Nob29sLTEyNjY=
Ferris State University,1267,U2Nob29sLTEyNjc=
Florida Atlantic University,1268,U2Nob29sLTEyNjg=
Jackson College,1269,U2Nob29sLTEyNjk=
University of Maryland,1270,U2Nob29sLTEyNzA=
Shasta College,1271,U2Nob29sLTEyNzE=
Wheeling Jesuit University,1272,U2Nob29sLTEyNzI=
The University of Texas at Dallas,1273,U2Nob29sLTEyNzM=
University of Toledo,1274,U2Nob29sLTEyNzQ=
University of Pennsylvania,1275,U2Nob29sLTEyNzU=
University of Virginia,1277,U2Nob29sLTEyNzc=
Broward College (all campuses),1278,U2Nob29sLTEyNzg=
University of Tennessee at Martin,1280,U2Nob29sLTEyODA=
San Diego Community College District,1281,U2Nob29sLTEyODE=
Pennsylvania State University- Great Valley,1283,U2Nob29sLTEyODM=
Pennsylvania State University - Abington,1284,U2Nob29sLTEyODQ=
Pennsylvania State University - Altoona,1285,U2Nob29sLTEyODU=
Pennsylvania State University - Berks,1286,U2Nob29sLTEyODY=
Pennsylvania State University - Beaver,1287,U2Nob29sLTEyODc=
Pennsylvania State University - Harrisburg,1288,U2Nob29sLTEyODg=
Pennsylvania State University Brandywine,1289,U2Nob29sLTEyODk=
Pennsylvania State University - Dubois,1290,U2Nob29sLTEyOTA=
Pennsylvania State University - Erie,1291,U2Nob29sLTEyOTE=
Pennsylvania State University - Fayette,1292,U2Nob29sLTEyOTI=
Pennsylvania State University- Hazleton,1293,U2Nob29sLTEyOTM=
Pennsylvania State University - Greater Allegheny,1294,U2Nob29sLTEyOTQ=
Pennsylvania State University - Mont Alto,1295,U2Nob29sLTEyOTU=
Pennsylvania State University - New Kensington,1296,U2Nob29sLTEyOTY=
Pennsylvania State University - Schuylkill,1297,U2Nob29sLTEyOTc=
Pennsylvania State University - Shenango,1298,U2Nob29sLTEyOTg=
Pennsylvania State University - Wilkes Barre,1299,U2Nob29sLTEyOTk=
Pennsylvania State University - Scranton,1300,U2Nob29sLTEzMDA=
Pennsylvania State University - York,1301,U2Nob29sLTEzMDE=
Sinclair Community College,1302,U2Nob29sLTEzMDI=
Sacramento City College,1303,U2Nob29sLTEzMDM=
American River College,1304,U2Nob29sLTEzMDQ=
Sierra College,1305,U2Nob29sLTEzMDU=
University of Texas Rio Grande Valley (all campuses),1306,U2Nob29sLTEzMDY=
University of Nebraska Omaha,1307,U2Nob29sLTEzMDc=
Northern Virginia Community College (all campuses),1308,U2Nob29sLTEzMDg=
University of South Carolina,1309,U2Nob29sLTEzMDk=
Kutztown University of Pennsylvania,1310,U2Nob29sLTEzMTA=
Palmer College of Chiropractic,1311,U2Nob29sLTEzMTE=
University of Northern Iowa,1312,U2Nob29sLTEzMTI=
San Antonio College,1313,U2Nob29sLTEzMTM=
Drew University,1314,U2Nob29sLTEzMTQ=
Somerset Community College,1315,U2Nob29sLTEzMTU=
Beacon College,1316,U2Nob29sLTEzMTY=
Columbia College,1317,U2Nob29sLTEzMTc=
Fullerton College,1318,U2Nob29sLTEzMTg=
University of Vermont,1320,U2Nob29sLTEzMjA=
University of Missouri - Columbia,1321,U2Nob29sLTEzMjE=
Florida International University,1322,U2Nob29sLTEzMjI=
University of Louisiana at Lafayette,1323,U2Nob29sLTEzMjM=
Fordham University - Rose Hill,1325,U2Nob29sLTEzMjU=
Mesa Community College,1326,U2Nob29sLTEzMjY=
Snow College,1327,U2Nob29sLTEzMjc=
Fort Hays State University,1328,U2Nob29sLTEzMjg=
Dallas College - Eastfield Campus,1329,U2Nob29sLTEzMjk=
Vincennes University,1330,U2Nob29sLTEzMzA=
University of Rochester,1331,U2Nob29sLTEzMzE=
Holyoke Community College,1332,U2Nob29sLTEzMzI=
University of Scranton,1333,U2Nob29sLTEzMzM=
Palomar College,1334,U2Nob29sLTEzMzQ=
Colorado Technical University,1335,U2Nob29sLTEzMzU=
University of Wisconsin - Green Bay,1336,U2Nob29sLTEzMzY=
University of Wisconsin - Milwaukee,1337,U2Nob29sLTEzMzc=
Mount Washington College,1338,U2Nob29sLTEzMzg=
Dartmouth College,1339,U2Nob29sLTEzMzk=
University of San Diego,1340,U2Nob29sLTEzNDA=
Monterey Peninsula College,1341,U2Nob29sLTEzNDE=
California State Polytechnic University,1342,U2Nob29sLTEzNDI=
University of Texas at Arlington,1343,U2Nob29sLTEzNDM=
Muskegon Community College,1344,U2Nob29sLTEzNDQ=
Art Institute of Philadelphia,1345,U2Nob29sLTEzNDU=
Riverside City College,1346,U2Nob29sLTEzNDY=
Baptist College of Florida,1347,U2Nob29sLTEzNDc=
Virginia Tech,1349,U2Nob29sLTEzNDk=
Duke University,1350,U2Nob29sLTEzNTA=
Fairfield University,1351,U2Nob29sLTEzNTE=
University of North Carolina at Greensboro,1352,U2Nob29sLTEzNTI=
Siena Heights University,1353,U2Nob29sLTEzNTM=
Valparaiso University,1354,U2Nob29sLTEzNTQ=
Miami Dade College (all),1355,U2Nob29sLTEzNTU=
Dowling College,1356,U2Nob29sLTEzNTY=
Harper College,1357,U2Nob29sLTEzNTc=
University of North Dakota,1358,U2Nob29sLTEzNTg=
Montgomery College,1359,U2Nob29sLTEzNTk=
Macomb Community College (all campuses),1360,U2Nob29sLTEzNjA=
University of Southern Mississippi,1361,U2Nob29sLTEzNjE=
University of Massachusetts Lowell,1362,U2Nob29sLTEzNjI=
Shoreline Community College,1363,U2Nob29sLTEzNjM=
Northern Arizona University,1364,U2Nob29sLTEzNjQ=
University of St. Thomas,1365,U2Nob29sLTEzNjU=
Henry Ford College,1366,U2Nob29sLTEzNjY=
Chabot College,1367,U2Nob29sLTEzNjc=
Frostburg State University,1369,U2Nob29sLTEzNjk=
Del Mar College,1370,U2Nob29sLTEzNzA=
Santa Monica College,1371,U2Nob29sLTEzNzE=
University of Minnesota Duluth,1372,U2Nob29sLTEzNzI=
Oakland Community College - Auburn Hills,1373,U2Nob29sLTEzNzM=
Oakland Community College - Royal Oak,1374,U2Nob29sLTEzNzQ=
Oakland Community College - Southfield,1375,U2Nob29sLTEzNzU=
Oakland Community College - Highland Lakes,1376,U2Nob29sLTEzNzY=
Oakland Community College - Orchard Ridge,1377,U2Nob29sLTEzNzc=
Sawyer College - Southlake Campus,1378,U2Nob29sLTEzNzg=
Purdue University Global (was Kaplan College),1379,U2Nob29sLTEzNzk=
Montcalm Community College,1380,U2Nob29sLTEzODA=
University of Southern California,1381,U2Nob29sLTEzODE=
University of Tennessee - Chattanooga,1383,U2Nob29sLTEzODM=
The University of Tennessee Health Science Center,1384,U2Nob29sLTEzODQ=
The University of Tennessee Knoxville,1385,U2Nob29sLTEzODU=
University of Memphis,1386,U2Nob29sLTEzODY=
University of Southern Indiana,1387,U2Nob29sLTEzODc=
Davenport University,1388,U2Nob29sLTEzODg=
DePaul University,1389,U2Nob29sLTEzODk=
University of Tampa,1390,U2Nob29sLTEzOTA=
University of Arkansas,1391,U2Nob29sLTEzOTE=
Ursinus College,1394,U2Nob29sLTEzOTQ=
Cerro Coso Community College,1396,U2Nob29sLTEzOTY=
Westchester Community College,1397,U2Nob29sLTEzOTc=
Virginia Commonwealth University,1398,U2Nob29sLTEzOTg=
Illinois Central College,1399,U2Nob29sLTEzOTk=
Columbia College Chicago,1400,U2Nob29sLTE0MDA=
Ocean County College,1401,U2Nob29sLTE0MDE=
University of Arizona,1402,U2Nob29sLTE0MDI=
El Camino College,1403,U2Nob29sLTE0MDM=
Adrian College,1404,U2Nob29sLTE0MDQ=
Schoolcraft College - (ALL),1405,U2Nob29sLTE0MDU=
Acadia University,1406,U2Nob29sLTE0MDY=
University of Alberta,1407,U2Nob29sLTE0MDc=
Athabasca University,1408,U2Nob29sLTE0MDg=
"Augustana Campus, University of Alberta",1409,U2Nob29sLTE0MDk=
Bishop's University,1410,U2Nob29sLTE0MTA=
Brandon University,1411,U2Nob29sLTE0MTE=
University of British Columbia,1413,U2Nob29sLTE0MTM=
Thompson Rivers University,1414,U2Nob29sLTE0MTQ=
Brock University,1415,U2Nob29sLTE0MTU=
University of Calgary,1416,U2Nob29sLTE0MTY=
Campion College,1417,U2Nob29sLTE0MTc=
Cape Breton University,1418,U2Nob29sLTE0MTg=
Thompson Rivers University,1419,U2Nob29sLTE0MTk=
Carleton University,1420,U2Nob29sLTE0MjA=
Concordia University of Edmonton,1421,U2Nob29sLTE0MjE=
Concordia University,1422,U2Nob29sLTE0MjI=
Dalhousie University,1423,U2Nob29sLTE0MjM=
University of the Fraser Valley,1425,U2Nob29sLTE0MjU=
University of Guelph,1426,U2Nob29sLTE0MjY=
Ecole des Hautes Etudes Commerciales,1427,U2Nob29sLTE0Mjc=
The King's University,1430,U2Nob29sLTE0MzA=
University of King's College,1431,U2Nob29sLTE0MzE=
Lakehead University,1432,U2Nob29sLTE0MzI=
Laurentian University of Sudbury,1433,U2Nob29sLTE0MzM=
Universite Laval,1434,U2Nob29sLTE0MzQ=
University of Lethbridge,1435,U2Nob29sLTE0MzU=
Luther College,1436,U2Nob29sLTE0MzY=
Vancouver Island University,1437,U2Nob29sLTE0Mzc=
University of Manitoba,1438,U2Nob29sLTE0Mzg=
McGill University,1439,U2Nob29sLTE0Mzk=
McMaster University,1440,U2Nob29sLTE0NDA=
Memorial University of Newfoundland,1441,U2Nob29sLTE0NDE=
Universite de Moncton,1442,U2Nob29sLTE0NDI=
Université de Montréal,1443,U2Nob29sLTE0NDM=
Mount Allison University,1444,U2Nob29sLTE0NDQ=
Mount Saint Vincent University,1445,U2Nob29sLTE0NDU=
University of New Brunswick,1446,U2Nob29sLTE0NDY=
Nipissing University,1447,U2Nob29sLTE0NDc=
University of Northern British Columbia,1448,U2Nob29sLTE0NDg=
Nova Scotia Agricultural College,1449,U2Nob29sLTE0NDk=
Nova Scotia College of Art and Design,1450,U2Nob29sLTE0NTA=
University of Ottawa,1452,U2Nob29sLTE0NTI=
Ecole Polytechnique de Montreal,1453,U2Nob29sLTE0NTM=
University of Prince Edward Island,1454,U2Nob29sLTE0NTQ=
Universite du Quebec en Abitibi-Temiscamingue,1456,U2Nob29sLTE0NTY=
Universite du Quebec a Chicoutimi,1457,U2Nob29sLTE0NTc=
Ecole nationale d'administration publique,1458,U2Nob29sLTE0NTg=
Ecole de Technologie Superieure,1459,U2Nob29sLTE0NTk=
Universite du Quebec a Hull,1460,U2Nob29sLTE0NjA=
Institut National de la Recherche Scientifique,1461,U2Nob29sLTE0NjE=
Universite du Quebec a Montreal,1462,U2Nob29sLTE0NjI=
Universite du Quebec a Rimouski,1463,U2Nob29sLTE0NjM=
Tele-universite,1464,U2Nob29sLTE0NjQ=
Universite du Quebec a Trois-Rivieres,1465,U2Nob29sLTE0NjU=
Queen's University at Kingston,1466,U2Nob29sLTE0NjY=
University of Regina,1468,U2Nob29sLTE0Njg=
Royal Military College of Canada,1469,U2Nob29sLTE0Njk=
Royal Roads University,1470,U2Nob29sLTE0NzA=
Toronto Metropolitan University,1471,U2Nob29sLTE0NzE=
Universite de Saint-Boniface,1472,U2Nob29sLTE0NzI=
St. Francis Xavier University,1473,U2Nob29sLTE0NzM=
Saint Mary's University,1475,U2Nob29sLTE0NzU=
St. Thomas University,1478,U2Nob29sLTE0Nzg=
St. Thomas More College,1479,U2Nob29sLTE0Nzk=
University of Saskatchewan,1480,U2Nob29sLTE0ODA=
Universite de Sherbrooke,1481,U2Nob29sLTE0ODE=
Simon Fraser University,1482,U2Nob29sLTE0ODI=
University of Toronto - St. George Campus,1484,U2Nob29sLTE0ODQ=
Trent University,1485,U2Nob29sLTE0ODU=
Trinity Western University,1487,U2Nob29sLTE0ODc=
University of Victoria,1488,U2Nob29sLTE0ODg=
Victoria University,1489,U2Nob29sLTE0ODk=
University of Waterloo,1490,U2Nob29sLTE0OTA=
Western University,1491,U2Nob29sLTE0OTE=
Wilfrid Laurier University - Waterloo,1492,U2Nob29sLTE0OTI=
University of Windsor,1493,U2Nob29sLTE0OTM=
University of Winnipeg,1494,U2Nob29sLTE0OTQ=
York University -  Keele Campus,1495,U2Nob29sLTE0OTU=
LTC - T.H. Harris,1496,U2Nob29sLTE0OTY=
Seneca College of Applied Arts and Technology (all campuses),1497,U2Nob29sLTE0OTc=
Algoma University,1498,U2Nob29sLTE0OTg=
George Brown College,1499,U2Nob29sLTE0OTk=
Humber College,1500,U2Nob29sLTE1MDA=
Sheridan College,1501,U2Nob29sLTE1MDE=
Mohawk College,1502,U2Nob29sLTE1MDI=
Grossmont College,1503,U2Nob29sLTE1MDM=
Martin Luther College,1504,U2Nob29sLTE1MDQ=
New York Chiropractic College,1505,U2Nob29sLTE1MDU=
Santa Rosa Junior College,1506,U2Nob29sLTE1MDY=
Ventura College,1507,U2Nob29sLTE1MDc=
Oxnard College,1508,U2Nob29sLTE1MDg=
Moorpark College,1509,U2Nob29sLTE1MDk=
Eastern Maine Community College,1511,U2Nob29sLTE1MTE=
Emmanuel College,1512,U2Nob29sLTE1MTI=
University of Massachusetts - Amherst,1513,U2Nob29sLTE1MTM=
Durham College,1514,U2Nob29sLTE1MTQ=
University of Pittsburgh at Johnstown,1515,U2Nob29sLTE1MTU=
University of Texas at San Antonio,1516,U2Nob29sLTE1MTY=
Nassau Community College,1517,U2Nob29sLTE1MTc=
Xavier University,1518,U2Nob29sLTE1MTg=
The New School,1519,U2Nob29sLTE1MTk=
Algonquin College,1520,U2Nob29sLTE1MjA=
Drexel University,1521,U2Nob29sLTE1MjE=
Middlesex County College,1522,U2Nob29sLTE1MjI=
DePauw University,1523,U2Nob29sLTE1MjM=
University of North Alabama,1525,U2Nob29sLTE1MjU=
Cincinnati State,1526,U2Nob29sLTE1MjY=
Lexington Community College,1527,U2Nob29sLTE1Mjc=
Olympic College,1528,U2Nob29sLTE1Mjg=
Red River College,1529,U2Nob29sLTE1Mjk=
University of Washington,1530,U2Nob29sLTE1MzA=
Douglas College,1531,U2Nob29sLTE1MzE=
University of South Carolina-Aiken,1532,U2Nob29sLTE1MzI=
Florida Agricultural and Mechanical University,1533,U2Nob29sLTE1MzM=
University of Michigan - Dearborn,1534,U2Nob29sLTE1MzQ=
Tidewater Community College,1535,U2Nob29sLTE1MzU=
Hudson Valley Community College,1536,U2Nob29sLTE1MzY=
SUNY Broome,1537,U2Nob29sLTE1Mzc=
Missouri University of Science and Technology,1538,U2Nob29sLTE1Mzg=
Red Rocks Community College,1539,U2Nob29sLTE1Mzk=
Columbia College,1541,U2Nob29sLTE1NDE=
Fanshawe College,1542,U2Nob29sLTE1NDI=
Valencia College - East and West Campus,1544,U2Nob29sLTE1NDQ=
Flagler College,1545,U2Nob29sLTE1NDU=
University of North Florida,1546,U2Nob29sLTE1NDY=
Delta College,1547,U2Nob29sLTE1NDc=
SUNY Brockport,1549,U2Nob29sLTE1NDk=
Conestoga College,1550,U2Nob29sLTE1NTA=
Vancouver Community College,1551,U2Nob29sLTE1NTE=
Keyano College,1552,U2Nob29sLTE1NTI=
Bellevue College,1553,U2Nob29sLTE1NTM=
Irvine Valley College,1554,U2Nob29sLTE1NTQ=
Francis Marion University,1555,U2Nob29sLTE1NTU=
Camosun College,1556,U2Nob29sLTE1NTY=
Tarrant County College (all),1557,U2Nob29sLTE1NTc=
Kellogg Community College,1558,U2Nob29sLTE1NTg=
East Central College,1559,U2Nob29sLTE1NTk=
Mount St. Joseph University,1560,U2Nob29sLTE1NjA=
Southwestern Baptist Theological Seminary,1561,U2Nob29sLTE1NjE=
University of Portland,1562,U2Nob29sLTE1NjI=
Joliet Junior College,1563,U2Nob29sLTE1NjM=
Ferrum College,1564,U2Nob29sLTE1NjQ=
Trios College of Information Technology,1565,U2Nob29sLTE1NjU=
Fleming College,1566,U2Nob29sLTE1NjY=
MacEwan University,1569,U2Nob29sLTE1Njk=
Mount Royal University,1570,U2Nob29sLTE1NzA=
Kalamazoo Valley Community College,1572,U2Nob29sLTE1NzI=
Lansing Community College,1574,U2Nob29sLTE1NzQ=
North Central Michigan College,1575,U2Nob29sLTE1NzU=
University of Notre Dame,1576,U2Nob29sLTE1NzY=
Parkland College,1577,U2Nob29sLTE1Nzc=
Tompkins Cortland Community College,1579,U2Nob29sLTE1Nzk=
Mendocino College,1580,U2Nob29sLTE1ODA=
Foothill College,1581,U2Nob29sLTE1ODE=
Los Angeles Harbor College,1582,U2Nob29sLTE1ODI=
Utah Valley Univ,1584,U2Nob29sLTE1ODQ=
Dillard University,1585,U2Nob29sLTE1ODU=
Duquesne University,1586,U2Nob29sLTE1ODY=
Stevenson University,1589,U2Nob29sLTE1ODk=
Delaware State University,1590,U2Nob29sLTE1OTA=
Pensacola Christian College,1591,U2Nob29sLTE1OTE=
St. Lawrence College,1592,U2Nob29sLTE1OTI=
New College of Florida,1593,U2Nob29sLTE1OTM=
University of New Orleans,1594,U2Nob29sLTE1OTQ=
Central Carolina Technical College,1595,U2Nob29sLTE1OTU=
University of Oklahoma,1596,U2Nob29sLTE1OTY=
Greenville Technical College,1597,U2Nob29sLTE1OTc=
Yuba College,1598,U2Nob29sLTE1OTg=
Raritan Valley Community College,1599,U2Nob29sLTE1OTk=
University of San Francisco,1600,U2Nob29sLTE2MDA=
Loyalist College,1601,U2Nob29sLTE2MDE=
East Georgia State College,1602,U2Nob29sLTE2MDI=
Westwood College of Technology,1603,U2Nob29sLTE2MDM=
University of Wisconsin-Whitewater.,1604,U2Nob29sLTE2MDQ=
Georgian College,1605,U2Nob29sLTE2MDU=
University of Utah,1606,U2Nob29sLTE2MDY=
Arkansas State University - Beebe,1607,U2Nob29sLTE2MDc=
Elgin Community College,1608,U2Nob29sLTE2MDg=
Lackawanna College,1609,U2Nob29sLTE2MDk=
University of New Mexico,1610,U2Nob29sLTE2MTA=
Southwest Texas Junior College,1611,U2Nob29sLTE2MTE=
Dickinson College,1623,U2Nob29sLTE2MjM=
Blue Ridge Community College,1624,U2Nob29sLTE2MjQ=
Florida State College at Jacksonville,1625,U2Nob29sLTE2MjU=
Delaware Technical Community College,1626,U2Nob29sLTE2MjY=
Centenary University,1627,U2Nob29sLTE2Mjc=
St. John Fisher University,1628,U2Nob29sLTE2Mjg=
Monroe Community College,1629,U2Nob29sLTE2Mjk=
Genesee Community College,1630,U2Nob29sLTE2MzA=
Truckee Meadows Community College,1631,U2Nob29sLTE2MzE=
Kendall College of Art and Design,1632,U2Nob29sLTE2MzI=
Redeemer University,1633,U2Nob29sLTE2MzM=
Rasmussen College (was: Aaker College),1634,U2Nob29sLTE2MzQ=
Academy College,1635,U2Nob29sLTE2MzU=
Academy of Business College,1636,U2Nob29sLTE2MzY=
Academy of Court Reporting & Technology,1637,U2Nob29sLTE2Mzc=
Academy of Court Reporting: Akron,1638,U2Nob29sLTE2Mzg=
Academy of Court Reporting: Columbus,1639,U2Nob29sLTE2Mzk=
Academy of Medical and Business Careers,1640,U2Nob29sLTE2NDA=
Keystone Technical Institute,1641,U2Nob29sLTE2NDE=
SUNY Adirondack,1642,U2Nob29sLTE2NDI=
Aiken Technical College,1643,U2Nob29sLTE2NDM=
Aims Community College,1644,U2Nob29sLTE2NDQ=
Alabama Southern Community College,1645,U2Nob29sLTE2NDU=
Alamance Community College,1646,U2Nob29sLTE2NDY=
Central New Mexico Community College,1647,U2Nob29sLTE2NDc=
Alexandria Technical & Community College,1648,U2Nob29sLTE2NDg=
Allan Hancock College,1649,U2Nob29sLTE2NDk=
Allegany College of Maryland,1650,U2Nob29sLTE2NTA=
Allen Community College,1651,U2Nob29sLTE2NTE=
LeHigh Valley College,1652,U2Nob29sLTE2NTI=
Fortis Institute,1653,U2Nob29sLTE2NTM=
Alpena Community College,1654,U2Nob29sLTE2NTQ=
Altoona School of Commerce,1655,U2Nob29sLTE2NTU=
Alvin Community College,1656,U2Nob29sLTE2NTY=
Amarillo College,1657,U2Nob29sLTE2NTc=
American Academy of Dramatic Arts,1658,U2Nob29sLTE2NTg=
American Academy of Dramatic Arts,1659,U2Nob29sLTE2NTk=
American Commercial College,1660,U2Nob29sLTE2NjA=
AIB College of Business,1661,U2Nob29sLTE2NjE=
American School of Business,1662,U2Nob29sLTE2NjI=
Aviation Institute of Maintenance,1663,U2Nob29sLTE2NjM=
Ancilla College,1664,U2Nob29sLTE2NjQ=
"Kaplan University, South Portland Campus",1665,U2Nob29sLTE2NjU=
Andrew College,1666,U2Nob29sLTE2NjY=
Angelina College,1667,U2Nob29sLTE2Njc=
Anne Arundel Community College (all campuses),1668,U2Nob29sLTE2Njg=
Anoka Technical College,1669,U2Nob29sLTE2Njk=
Anoka-Ramsey Community College,1670,U2Nob29sLTE2NzA=
Antelope Valley College,1671,U2Nob29sLTE2NzE=
Antonelli College,1672,U2Nob29sLTE2NzI=
Antonelli College: Hattiesburg,1673,U2Nob29sLTE2NzM=
Antonelli College: Jackson,1674,U2Nob29sLTE2NzQ=
Antonelli Institute of Art and Photography,1675,U2Nob29sLTE2NzU=
Arapahoe Community College,1676,U2Nob29sLTE2NzY=
Arizona Automotive Institute,1677,U2Nob29sLTE2Nzc=
International Institute of the Americas,1678,U2Nob29sLTE2Nzg=
